Ngôi Làng Cổ Mộ; Sách kinh dị; 01-01-2022; Những chi tiết rùng rợn, những tình huống gay cấn, căng thẳng, sợ hãi, góc nhìn trong cuộc của người đang phải chạy trốn hay đương đầu với những thế lực huyền bí ở Ngôi làng cổ mộ sẽ lôi cuốn bạn không ngừng. Từng câu chữ của Thục Linh sẽ dẫn dắt bạn đọc như lạc vào chính xứ sở u linh trong câu chuyện, trải nghiệm cảm giác ghê rợn một cách chân thực nhất như chính các nhân vật. Không chỉ dừng lại ở yếu tố kinh dị, điều đặc sắc hơn cả là đằng sau bức màn câu chuyện huyền bí tâm linh, Thục Linh sẽ kể cho độc giả một bức tranh đời thực trần trụi nhất, sự đương đầu giữa cái ác và cái thiện trong cuộc sống, tình yêu thương và xúc cảm bản năng nhất của con người, những giá trị nhân văn mà đôi lúc dường như ta đã vô tình lãng quên…; 157000; 30
Bạch Dạ Hành; Sách kinh dị; 01-06-2019; Kosuke, chủ một tiệm cầm đồ bị sát hại tại một ngôi nhà chưa hoàn công, một triệu yên mang theo người cũng bị cướp mất.Sau đó một tháng, nghi can Fumiyo được cho rằng có quan hệ tình ái với nạn nhân và đã sát hại ông để cướp một triệu yên, cũng chết tại nhà riêng vì ngộ độc khí ga. Vụ án mạng ông chủ tiệm cầm đồ rơi vào bế tắc và bị bỏ xó.Nhưng với hai đứa trẻ mười một tuổi, con trai nạn nhân và con gái nghi can, vụ án mạng năm ấy chưa bao giờ kết thúc. Sinh tồn và trưởng thành dưới bóng đen cái chết của bố mẹ, cho đến cuối đời, Ryoji vẫn luôn khao khát được một lần đi dưới ánh mặt trời, còn Yukiho cứ ra sức vẫy vùng rồi mãi mãi chìm vào đêm trắng.; 188100; 20
Gã Hề Ma Quái - Tập 2; Sách kinh dị; 01-01-2022; Derry, một thị trấn nhỏ ở Maine, một nơi quen thuộc đến ám ảnh. Chỉ ở Derry, ám ảnh là có thật. Một câu chuyện về bảy người lớn trở lại quê hương để đối mặt với cơn ác mộng mà họ gặp phải khi còn là những cô cậu thanh thiếu niên. 28 năm trước, họ đã chiến đấu với một sinh vật độc ác chuyên ăn thịt trẻ em. Giờ đây, những đứa trẻ lại tiếp tục bị sát hại, và những ký ức dồn nén của họ về mùa hè kinh khủng ấy trở lại khi một lần nữa phải chiến đấu với con quái vật ẩn nấp trong cống rãnh ở Derry. Cuộc điện thoại giữa đêm. Lời hứa thời thơ ấu. Những ký ức day dứt, điên cuồng và chực trào. Gã hề trong ống cống. Hành trình trở về quê hương của bảy đứa trẻ năm nào không phải để xoa dịu mà để đương đầu với cơn ác mộng; 193500; 10
Cây Cam Ngọt Của Tôi; Sách tâm lý; 01-05-2021; Hãy làm quen với Zezé, cậu bé tinh nghịch siêu hạng đồng thời cũng đáng yêu bậc nhất, với ước mơ lớn lên trở thành nhà thơ cổ thắt nơ bướm. Chẳng phải ai cũng công nhận khoản “đáng yêu” kia đâu nhé. Bởi vì, ở cái xóm ngoại ô nghèo ấy, nỗi khắc khổ bủa vây đã che mờ mắt người ta trước trái tim thiện lương cùng trí tưởng tượng tuyệt vời của cậu bé con năm tuổi. Có hề gì đâu bao nhiêu là hắt hủi, đánh mắng, vì Zezé đã có một người bạn đặc biệt để trút nỗi lòng: cây cam ngọt nơi vườn sau. Và cả một người bạn nữa, bằng xương bằng thịt, một ngày kia xuất hiện, cho cậu bé nhạy cảm khôn sớm biết thế nào là trìu mến, thế nào là nỗi đau, và mãi mãi thay đổi cuộc đời cậu.; 82080; 100
Willow Nhút Nhát; Sách thiếu nhi; 28-02-2022; Willow rất nhát. CỰC KÌ nhát. Cô sống trong một hòm thư bỏ hoang, và cô không thích ra ngoài cho lắm. Nhưng rồi một ngày nọ có phong thư đáp xuống nhà cô, trong thư là lời thỉnh cầu của cậu bé gửi tới mặt trăng trong ngày sinh nhật mẹ. Willow biết rằng nếu mình không dũng cảm bước ra ngoài, bức thư sẽ không bao giờ được gửi và cậu bé sẽ buồn vô cùng. Vậy thì, cô có nên thử không? Cô có làm được không?; 104000; 48
Chuyện Con Mèo Dạy Hải Âu Bay(Tái bản); Sách thiếu nhi; 01-06-2019; Cô hải âu Kengah bị nhấn chìm trong váng dầu – thứ chất thải nguy hiểm mà những con người xấu xa bí mật đổ ra đại dương. Với nỗ lực đầy tuyệt vọng, cô bay vào bến cảng Hamburg và rơi xuống ban công của con mèo mun, to đùng, mập ú Zorba. Trong phút cuối cuộc đời, cô sinh ra một quả trứng và con mèo mun hứa với cô sẽ thực hiện ba lời hứa chừng như không tưởng với loài mèo: Không ăn quả trứng. Chăm sóc cho tới khi nó nở. Dạy cho con hải âu bay. Lời hứa của một con mèo cũng là trách nhiệm của toàn bộ mèo trên bến cảng, bởi vậy bè bạn của Zorba bao gồm ngài mèo Đại Tá đầy uy tín, mèo Secretario nhanh nhảu, mèo Einstein uyên bác, mèo Bốn Biển đầy kinh nghiệm đã chung sức giúp nó hoàn thành trách nhiệm. Tuy nhiên, việc chăm sóc, dạy dỗ một con hải âu đâu phải chuyện đùa, sẽ có hàng trăm rắc rối nảy sinh và cần có những kế hoạch đầy linh hoạt được bàn bạc kỹ càng…; 32800; 50
Sách - Complete English - Chinh phục tiếng Anh giao tiếp toàn diện + Tặng kèm App học thông minh trọn đời; Sách tiếng anh; 23-08-2021; TẠI SAO COMBO SÁCH COMPLETE ENGLISH KÈM APP HỌC THÔNG MINH HIỆU QUẢ? Phương pháp học độc đáo hàng đầu thế giới được nhiều người áp dụng.“Complete English” sử dụng kết hợp 3 phương pháp học ngôn ngữ nổi tiếng và hiệu quả trên thế giới, tạo ra một môi trường học ngôn ngữ thú vị qua việc luyện tập chuyên sâu các kỹ năng Nghe – Nói (học qua AUDIOLINGUAL), Quan sát và tư duy (học qua PICTOLOGICS và MIND-MAP) từ đó mang lại hiệu quả cao nhất, ghi nhớ lâu nhất cho người học.; 490000; 0
Đứa Trẻ Hư (Tái Bản); Sách trinh thám - Sách kinh dị; 01-07-2019; Chu Triều Dương, cậu học sinh có thành tích học tập xuất sắc nhất toàn trường cấp 2. Phổ Phổ và Đinh Hạo bỏ trốn khỏi cô nhi viện và đến tìm cậu để ở nhờ.Ba đửa trẻ tình cờ quay được đoan video Trương Đống Thăng giết bố mẹ vợ anh ta và tiến hành tống tién. Chu Triều Dương vô tình ngộ sát đứa em gái cùng cha khác mẹ, lúc đó chí éo Phổ Phổ và Đinh Hạo chứng kiến. Bà mẹ kế nghi ngờ cậu chính là hung thủ nên dã tìm mọi cách trả thù cậu. Cảnh sát hoàn toàn không nghi ngờ gì Chu Triều Dương nhưng vẫn luôn tìm kiếm tung tích của kẻ giết chết Chu Tinh Tinh và đã dần điêu tra được một số manh mối.; 150500; 1
